,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
58,CROWD,"  Take that!

(The GUARDS chase ALADDIN up a staircase into a room.  He grabs a
     carpet and jumps out the window)

",286,"(The GUARDS chase ALADDIN up a staircase into a room.  He grabs a
     carpet and jumps out the window)","  Take that!

(The GUARDS chase ALADDIN up a staircase into a room.  He grabs a
     carpet and jumps out the window)

",take guard chase aladdin staircas room grab carpet jump window,guard chase aladdin staircas room grab carpet jump window
59,ALADDIN,"    Here goes, better throw my hand in
        Wish me happy landin'
        All I gotta do is jump!

(The GUARDS follow him out the window, but they go straight down to
     the street, and land in a pile with the sign ""Crazy Hakim's
    Discount Fertilizer.""  ALADDIN uses the carpet as a parachute
    to land safely and out of danger. ALADDIN and ABU high-five each
    other.)

",291,"(The GUARDS follow him out the window, but they go straight down to
     the street, and land in a pile with the sign ""Crazy Hakim's
    Discount Fertilizer.""  ALADDIN uses the carpet as a parachute
    to land safely and out of danger. ALADDIN and ABU high-five each
    other.)","    Here goes, better throw my hand in
        Wish me happy landin'
        All I gotta do is jump!

(The GUARDS follow him out the window, but they go straight down to
     the street, and land in a pile with the sign ""Crazy Hakim's
    Discount Fertilizer.""  ALADDIN uses the carpet as a parachute
    to land safely and out of danger. ALADDIN and ABU high-five each
    other.)

",goe better throw hand wish happi landin gotta jump guard follow window go straight street land pile sign crazi hakim discount fertil aladdin use carpet parachut land safe danger aladdin abu high five,guard follow window go straight street land pile sign crazi hakim discount fertil aladdin use carpet parachut land safe danger aladdin abu high five
60,ALADDIN,"    And now, esteemed effendi, we feast!  All right!

(ALADDIN breaks the bread in two and gives half to ABU, who begins
    to eat.  But ALADDIN looks over and sees two young children
    rummaging through the garbage for food.  The GIRL sees him, then
    drops her find and tries to hide.  ALADDIN looks at them, then
    the bread, then at ABU.)

",301,"(ALADDIN breaks the bread in two and gives half to ABU, who begins
    to eat.  But ALADDIN looks over and sees two young children
    rummaging through the garbage for food.  The GIRL sees him, then
    drops her find and tries to hide.  ALADDIN looks at them, then
    the bread, then at ABU.)","    And now, esteemed effendi, we feast!  All right!

(ALADDIN breaks the bread in two and gives half to ABU, who begins
    to eat.  But ALADDIN looks over and sees two young children
    rummaging through the garbage for food.  The GIRL sees him, then
    drops her find and tries to hide.  ALADDIN looks at them, then
    the bread, then at ABU.)

",esteem effendi feast right aladdin break bread two give half abu begin eat aladdin look see two young children rummag garbag food girl see drop find tri hide aladdin look bread abu,aladdin break bread two give half abu begin eat aladdin look see two young children rummag garbag food girl see drop find tri hide aladdin look bread abu
61,ABU,"        Uh-oh!

(ABU takes a big bite of his food, but ALADDIN gets up and walks
    over to the children.  The GIRL pulls her brother back.)

",309,"(ABU takes a big bite of his food, but ALADDIN gets up and walks
    over to the children.  The GIRL pulls her brother back.)","        Uh-oh!

(ABU takes a big bite of his food, but ALADDIN gets up and walks
    over to the children.  The GIRL pulls her brother back.)

",uh oh abu take big bite food aladdin get walk children girl pull brother back,abu take big bite food aladdin get walk children girl pull brother back
62,ALADDIN,"    Here, go on--take it.

(The children giggle with delight.  ABU tries to swallow his bite,
    then looks guilty. He walks over to the children and offers his
     bread to them.  In delight, they pet him on the head.)

",314,"(The children giggle with delight.  ABU tries to swallow his bite,
    then looks guilty. He walks over to the children and offers his
     bread to them.  In delight, they pet him on the head.)","    Here, go on--take it.

(The children giggle with delight.  ABU tries to swallow his bite,
    then looks guilty. He walks over to the children and offers his
     bread to them.  In delight, they pet him on the head.)

",go take children giggl delight abu tri swallow bite look guilti walk children offer bread delight pet head,children giggl delight abu tri swallow bite look guilti walk children offer bread delight pet head
63,ABU,"        Ah, don't.  Huh?

(ABU sees ALADDIN walking into the daylight, where there is a parade
    going on.ALADDIN peers over the shoulders of people.  He sees
    PRINCE ACHMED riding on a horse.)

",320,"(ABU sees ALADDIN walking into the daylight, where there is a parade
    going on.ALADDIN peers over the shoulders of people.  He sees
    PRINCE ACHMED riding on a horse.)","        Ah, don't.  Huh?

(ABU sees ALADDIN walking into the daylight, where there is a parade
    going on.ALADDIN peers over the shoulders of people.  He sees
    PRINCE ACHMED riding on a horse.)

",ah huh abu see aladdin walk daylight parad go aladdin peer shoulder peopl see princ achm ride hors,abu see aladdin walk daylight parad go aladdin peer shoulder peopl see princ achm ride hors
64,BYSTANDER 1,"    On his way to the palace, I suppose.
",326,,"    On his way to the palace, I suppose. ",way palac suppos,
65,BYSTANDER 2,"    Another suitor for the princess.

(ALADDIN is startled as the two children come running out from the
    alley. The BOY runs out in front of the PRINCE's horse,
    startling it.)

",327,"(ALADDIN is startled as the two children come running out from the
    alley. The BOY runs out in front of the PRINCE's horse,
    startling it.)","    Another suitor for the princess.

(ALADDIN is startled as the two children come running out from the
    alley. The BOY runs out in front of the PRINCE's horse,
    startling it.)

",anoth suitor princess aladdin startl two children come run alley boy run front princ hors startl,aladdin startl two children come run alley boy run front princ hors startl
66,PRINCE," Out of my way, you filthy brat!

(The PRINCE brings up his whip to attack the children, but ALADDIN
    jumps in front of them and catches the whip.)

",333,"(The PRINCE brings up his whip to attack the children, but ALADDIN
    jumps in front of them and catches the whip.)"," Out of my way, you filthy brat!

(The PRINCE brings up his whip to attack the children, but ALADDIN
    jumps in front of them and catches the whip.)

",way filthi brat princ bring whip attack children aladdin jump front catch whip,princ bring whip attack children aladdin jump front catch whip
67,ALADDIN,"    Hey, if I were as rich as you, I could afford some manners
",338,,"    Hey, if I were as rich as you, I could afford some manners ",hey rich could afford manner,
68,PRINCE," Oh--I teach you some manners!

(The PRINCE kicks ALADDIN into a mud puddle. The crowd laugh at him.)

",339,(The PRINCE kicks ALADDIN into a mud puddle. The crowd laugh at him.)," Oh--I teach you some manners!

 

",oh teach manner princ kick aladdin mud puddl crowd laugh,princ kick aladdin mud puddl crowd laugh
69,ALADDIN,"    Look at that, Abu.  It's not every day you see a
        horse with two rear ends!

(The PRINCE stops and turns back to ALADDIN.)

",343,(The PRINCE stops and turns back to ALADDIN.),"    Look at that, Abu.  It's not every day you see a
        horse with two rear ends!

 

",look abu not everi day see hors two rear end princ stop turn back aladdin,princ stop turn back aladdin
70,PRINCE," You are a worthless street rat.  You were born a
        street rat, you'll die a street rat, and only
        your fleas will mourn you.

(ALADDIN rushes the PRINCE, but the doors to the castle slam shut
    in his face.)

",348,"(ALADDIN rushes the PRINCE, but the doors to the castle slam shut
    in his face.)"," You are a worthless street rat.  You were born a
        street rat, you'll die a street rat, and only
        your fleas will mourn you.

(ALADDIN rushes the PRINCE, but the doors to the castle slam shut
    in his face.)

",worthless street rat born street rat die street rat flea mourn aladdin rush princ door castl slam shut face,aladdin rush princ door castl slam shut face
71,ALADDIN,"    I'm not worthless.  And I don't have fleas.  Come
        on, Abu.  Let's go home.

(ALADDIN makes the climb to his home with the view, then tucks in
    ABU for the night.)

",355,"(ALADDIN makes the climb to his home with the view, then tucks in
    ABU for the night.)","    I'm not worthless.  And I don't have fleas.  Come
        on, Abu.  Let's go home.

(ALADDIN makes the climb to his home with the view, then tucks in
    ABU for the night.)

",not worthless flea come abu let go home aladdin make climb home view tuck abu night,aladdin make climb home view tuck abu night
72,ALADDIN,"    Riffraff, street rat.
        I don't buy that.
        If only they'd look closer
        Would they see a poor boy?  No siree.
        They'd find out, there's so much more to me.

(He pulls back a curtain to reveal the beautiful palace.)

        Someday, Abu, things are gonna change.  We'll be
        rich, live in a palace, and never have any problems
        at all.

(Dissolve to same shot during day.  Cut to int. of SULTAN's chamber.
     The door bursts open, and PRINCE ACHMED storms in, missing the
    rear end of his pants.)

",361,(He pulls back a curtain to reveal the beautiful palace.),"    Riffraff, street rat.
        I don't buy that.
        If only they'd look closer
        Would they see a poor boy?  No siree.
        They'd find out, there's so much more to me.

 

        Someday, Abu, things are gonna change.  We'll be
        rich, live in a palace, and never have any problems
        at all.

(Dissolve to same shot during day.  Cut to int. of SULTAN's chamber.
     The door bursts open, and PRINCE ACHMED storms in, missing the
    rear end of his pants.)

",riffraff street rat buy look closer would see poor boy sire find much pull back curtain reveal beauti palac someday abu thing gonna chang rich live palac never problem dissolv shot day cut int sultan chamber door burst open princ achm storm miss rear end pant,pull back curtain reveal beauti palac
73,PRINCE," I've never been so insulted!

",377,, I've never been so insulted!  ,never insult,
74,SULTAN," Oh, Prince Achmed.  You're not leaving so soon, are
        you?

",379,," Oh, Prince Achmed.  You're not leaving so soon, are         you?  ",oh princ achm not leav soon,
75,PRINCE," Good luck marrying her off!

",382,, Good luck marrying her off!  ,good luck marri,
