,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
133,LUMIERE,"      (looking at COGSWORTH like a child having just found a lost
puppy)
              Oh Cogsworth, have a heart.
",275,"(looking at COGSWORTH like a child having just found a lost
puppy)","      (looking at COGSWORTH like a child having just found a lost
puppy)
              Oh Cogsworth, have a heart.
",look cogsworth like child found lost puppi oh cogsworth heart,look cogsworth like child found lost puppi
134,COGSWORTH,"    Shush shush shhhhh!  (COGSWORTH puts hand over LUMIERE'S mouth,
              who promptly proceeds to touch his lit candle hand to COGSWORTH's
              hand.)
              Ow ow Ow OW OW OUCH!!!!!
",278,"(COGSWORTH puts hand over LUMIERE'S mouth,
              who promptly proceeds to touch his lit candle hand to COGSWORTH's
              hand.)","    Shush shush shhhhh!  (COGSWORTH puts hand over LUMIERE'S mouth,
              who promptly proceeds to touch his lit candle hand to COGSWORTH's
              hand.)
              Ow ow Ow OW OW OUCH!!!!!
",shush shush shhhhh cogsworth put hand lumier mouth promptli proce touch lit candl hand cogsworth hand ow ow ow ow ow ouch,cogsworth put hand lumier mouth promptli proce touch lit candl hand cogsworth hand
135,LUMIERE,"      Of course, monsieur, you are welcome here.
",282,,"      Of course, monsieur, you are welcome here. ",cours monsieur welcom,
136,MAURICE,"      (looking around in confusion)  Who said that?  (He picks up the
              candlestick for light, not realizing that the speaker is in his
              hand)
",283,(looking around in confusion),"         Who said that?  (He picks up the
              candlestick for light, not realizing that the speaker is in his
              hand)
",look around confus said pick candlestick light not realiz speaker hand,look around confus
137,LUMIERE,"      (Tapping him on the shoulder)  Over here!
",286,(Tapping him on the shoulder),"         Over here!
",tap shoulder,tap shoulder
138,MAURICE,"      (Spins around, pulling LUMIERE to the other side) Where?
",287,"(Spins around, pulling LUMIERE to the other side)","        Where?
",spin around pull lumier side,spin around pull lumier side
139,LUMIERE,"      (Taps MAURICE on the side of the head.  MAURICE looks at
LUMIERE.)
              Allo!
",288,"(Taps MAURICE on the side of the head.  MAURICE looks at
LUMIERE.)","      (Taps MAURICE on the side of the head.  MAURICE looks at
LUMIERE.)
              Allo!
",tap mauric side head mauric look lumier allo,tap mauric side head mauric look lumier
140,MAURICE,"      Oh!!!! (Startled, he drops LUMIERE onto the floor.)  Incredible!
",291,"(Startled, he drops LUMIERE onto the floor.)","      Oh!!!!    Incredible!
",oh startl drop lumier onto floor incred,startl drop lumier onto floor
141,COGSWORTH,"    (hopping over)  Well, now you've done it, Lumiere. Splendid,
              just peachy--aaarrrgghh!  (MAURICE picks up COGSWORTH)
",292,(hopping over),"       Well, now you've done it, Lumiere. Splendid,
              just peachy--aaarrrgghh!  (MAURICE picks up COGSWORTH)
",hop well done lumier splendid peachi aaarrrgghh mauric pick cogsworth,hop
142,MAURICE,"      How is this accomplished? (He fiddles with COGSWORTH)
",294,(He fiddles with COGSWORTH),"      How is this accomplished?  
",accomplish fiddl cogsworth,fiddl cogsworth
143,COGSWORTH,"    Put me down! At once!  (MAURICE tickles the bottoms of
              COGSWORTH's feet. He laughs.  He begins to wind the spring on
              the back of COGSWORTH's head, twisting his face around with the
              clock hands. MAURICE opens the front of COGSWORTH and begins
              to play with his pendulum. COGSWORTH slams the door shut on
              his finger.) Sir, close that at once, do you mind!
",295,"(MAURICE tickles the bottoms of
              COGSWORTH's feet. He laughs.  He begins to wind the spring on
              the back of COGSWORTH's head, twisting his face around with the
              clock hands. MAURICE opens the front of COGSWORTH and begins
              to play with his pendulum. COGSWORTH slams the door shut on
              his finger.)","    Put me down! At once!  (MAURICE tickles the bottoms of
              COGSWORTH's feet. He laughs.  He begins to wind the spring on
              the back of COGSWORTH's head, twisting his face around with the
              clock hands. MAURICE opens the front of COGSWORTH and begins
              to play with his pendulum. COGSWORTH slams the door shut on
              his finger.) Sir, close that at once, do you mind!
",put mauric tickl bottom cogsworth feet laugh begin wind spring back cogsworth head twist face around clock hand mauric open front cogsworth begin play pendulum cogsworth slam door shut finger sir close mind,mauric tickl bottom cogsworth feet laugh begin wind spring back cogsworth head twist face around clock hand mauric open front cogsworth begin play pendulum cogsworth slam door shut finger
144,MAURICE,"      I beg your pardon, it's just that I've never seen a clock
              that...aah...i mean...aah aah aah-chooo!!!! (MAURICE sneezes in
              the face of COGSWORTH, who proceeds to wipe his face off using
              his clock hands in a very anachronistic windshield wiper manner.
              MAURICE sniffles, indicating the cold he has caught from being
              in the rain.)
",301,"(MAURICE sneezes in
              the face of COGSWORTH, who proceeds to wipe his face off using
              his clock hands in a very anachronistic windshield wiper manner.
              MAURICE sniffles, indicating the cold he has caught from being
              in the rain.)","      I beg your pardon, it's just that I've never seen a clock
              that...aah...i mean...aah aah aah-chooo!!!! (MAURICE sneezes in
              the face of COGSWORTH, who proceeds to wipe his face off using
              his clock hands in a very anachronistic windshield wiper manner.
              MAURICE sniffles, indicating the cold he has caught from being
              in the rain.)
",beg pardon never seen clock aah mean aah aah aah chooo mauric sneez face cogsworth proce wipe face use clock hand anachronist windshield wiper manner mauric sniffl indic cold caught rain,mauric sneez face cogsworth proce wipe face use clock hand anachronist windshield wiper manner mauric sniffl indic cold caught rain
145,LUMIERE,"      Oh, you are soaked to the bone, monsieur.  Come, warm yourself by
              the fire.
",307,,"      Oh, you are soaked to the bone, monsieur.  Come, warm yourself by               the fire. ",oh soak bone monsieur come warm fire,
146,MAURICE,"      Thank you.
(LUMIERE and MAURICE head towards the den, with COGSWORTH running after them.)
",309,"(LUMIERE and MAURICE head towards the den, with COGSWORTH running after them.)","      Thank you.
 
",thank lumier mauric head toward den cogsworth run,lumier mauric head toward den cogsworth run
147,COGSWORTH,"    No, no, no, do you know what the master would do if he finds you
              here. (BEAST is watching the action from an overhead walkway,
              and rushes off as the trio enters the den.)  I demand that you
              stop...right...there! (COGSWORTH tumbles down the steps. MAURICE
              takes a seat in a large chair in front of a roaring fire.)  Oh
              no, not the master's chair! (FOOTSTOOL rushes past COGSWORTH,
              barking up a storm.) I'm not seeing this, I'm not seeing this!
",311,"(BEAST is watching the action from an overhead walkway,
              and rushes off as the trio enters the den.)","    No, no, no, do you know what the master would do if he finds you
              here. (BEAST is watching the action from an overhead walkway,
              and rushes off as the trio enters the den.)  I demand that you
              stop...right...there! (COGSWORTH tumbles down the steps. MAURICE
              takes a seat in a large chair in front of a roaring fire.)  Oh
              no, not the master's chair! (FOOTSTOOL rushes past COGSWORTH,
              barking up a storm.) I'm not seeing this, I'm not seeing this!
",know master would find beast watch action overhead walkway rush trio enter den demand stop right cogsworth tumbl step mauric take seat larg chair front roar fire oh not master chair footstool rush past cogsworth bark storm not see not see,beast watch action overhead walkway rush trio enter den
